run_id,topic_id,topic_title,phase,status,run_state,created_at,updated_at
20260623_162043_mlf_010,mlf_010,Precision vs recall,evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260623_162043_mlf_010"",""scores"":{""communication"":3,""conceptual_clarity"":2,""architect_reasoning"":2,""practical_reasoning"":2},""status"":""revise"",""topic_id"":""mlf_010"",""artifacts"":{""answers"":""runs/20260623_162043_mlf_010/answers.json"",""rewards"":""runs/20260623_162043_mlf_010/rewards.json"",""assessment"":""runs/20260623_162043_mlf_010/assessment.json"",""evaluation"":""runs/20260623_162043_mlf_010/evaluation.json"",""concept_note"":""runs/20260623_162043_mlf_010/concept_note.json"",""refined_note"":""notes/refined/mlf_010_refined.md"",""architect_note"":""runs/20260623_162043_mlf_010/architect_note.json"",""mcq_submission"":""runs/20260623_162043_mlf_010/mcq_submission.json"",""answer_coaching"":""runs/20260623_162043_mlf_010/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Precision vs recall"",""next_action"":""retry_same_topic"",""prerequisites"":[""mlf_009""]}",2026-06-23 16:20:43.732755+00,2026-06-28 14:02:42.129622+00
20260628_140510_mlf_010,mlf_010,Precision vs recall,evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260628_140510_mlf_010"",""scores"":{""communication"":3,""conceptual_clarity"":2,""architect_reasoning"":2,""practical_reasoning"":2},""status"":""revise"",""topic_id"":""mlf_010"",""artifacts"":{""answers"":""runs/20260628_140510_mlf_010/answers.json"",""rewards"":""runs/20260628_140510_mlf_010/rewards.json"",""assessment"":""runs/20260628_140510_mlf_010/assessment.json"",""evaluation"":""runs/20260628_140510_mlf_010/evaluation.json"",""concept_note"":""runs/20260628_140510_mlf_010/concept_note.json"",""refined_note"":""notes/refined/mlf_010_refined.md"",""architect_note"":""runs/20260628_140510_mlf_010/architect_note.json"",""mcq_submission"":""runs/20260628_140510_mlf_010/mcq_submission.json"",""answer_coaching"":""runs/20260628_140510_mlf_010/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Precision vs recall"",""next_action"":""retry_same_topic"",""prerequisites"":[""mlf_009""]}",2026-06-28 14:05:11.196133+00,2026-06-28 14:07:35.904393+00
20260628_140853_mlf_010,mlf_010,Precision vs recall,evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260628_140853_mlf_010"",""scores"":{""communication"":3,""conceptual_clarity"":2,""architect_reasoning"":2,""practical_reasoning"":1},""status"":""revise"",""topic_id"":""mlf_010"",""artifacts"":{""answers"":""runs/20260628_140853_mlf_010/answers.json"",""rewards"":""runs/20260628_140853_mlf_010/rewards.json"",""assessment"":""runs/20260628_140853_mlf_010/assessment.json"",""evaluation"":""runs/20260628_140853_mlf_010/evaluation.json"",""concept_note"":""runs/20260628_140853_mlf_010/concept_note.json"",""refined_note"":""notes/refined/mlf_010_refined.md"",""architect_note"":""runs/20260628_140853_mlf_010/architect_note.json"",""mcq_submission"":""runs/20260628_140853_mlf_010/mcq_submission.json"",""answer_coaching"":""runs/20260628_140853_mlf_010/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Precision vs recall"",""next_action"":""retry_same_topic"",""prerequisites"":[""mlf_009""]}",2026-06-28 14:08:53.768302+00,2026-06-28 14:12:13.949647+00
20260628_141317_mlf_010,mlf_010,Precision vs recall,evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260628_141317_mlf_010"",""scores"":{""communication"":3,""conceptual_clarity"":2,""architect_reasoning"":2,""practical_reasoning"":2},""status"":""revise"",""topic_id"":""mlf_010"",""artifacts"":{""answers"":""runs/20260628_141317_mlf_010/answers.json"",""rewards"":""runs/20260628_141317_mlf_010/rewards.json"",""assessment"":""runs/20260628_141317_mlf_010/assessment.json"",""evaluation"":""runs/20260628_141317_mlf_010/evaluation.json"",""concept_note"":""runs/20260628_141317_mlf_010/concept_note.json"",""refined_note"":""notes/refined/mlf_010_refined.md"",""architect_note"":""runs/20260628_141317_mlf_010/architect_note.json"",""mcq_submission"":""runs/20260628_141317_mlf_010/mcq_submission.json"",""answer_coaching"":""runs/20260628_141317_mlf_010/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Precision vs recall"",""next_action"":""retry_same_topic"",""prerequisites"":[""mlf_009""]}",2026-06-28 14:13:17.342238+00,2026-06-28 15:02:22.193849+00
20260628_150414_mlf_010,mlf_010,Precision vs recall,evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260628_150414_mlf_010"",""scores"":{""communication"":3,""conceptual_clarity"":2,""architect_reasoning"":2,""practical_reasoning"":2},""status"":""revise"",""topic_id"":""mlf_010"",""artifacts"":{""answers"":""runs/20260628_150414_mlf_010/answers.json"",""rewards"":""runs/20260628_150414_mlf_010/rewards.json"",""assessment"":""runs/20260628_150414_mlf_010/assessment.json"",""evaluation"":""runs/20260628_150414_mlf_010/evaluation.json"",""concept_note"":""runs/20260628_150414_mlf_010/concept_note.json"",""refined_note"":""notes/refined/mlf_010_refined.md"",""architect_note"":""runs/20260628_150414_mlf_010/architect_note.json"",""mcq_submission"":""runs/20260628_150414_mlf_010/mcq_submission.json"",""answer_coaching"":""runs/20260628_150414_mlf_010/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Precision vs recall"",""next_action"":""retry_same_topic"",""prerequisites"":[""mlf_009""]}",2026-06-28 15:04:14.540044+00,2026-06-28 15:06:43.441833+00
20260628_150747_mlf_010,mlf_010,Precision vs recall,evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260628_150747_mlf_010"",""scores"":{""communication"":3,""conceptual_clarity"":2,""architect_reasoning"":3,""practical_reasoning"":2},""status"":""revise"",""topic_id"":""mlf_010"",""artifacts"":{""answers"":""runs/20260628_150747_mlf_010/answers.json"",""rewards"":""runs/20260628_150747_mlf_010/rewards.json"",""assessment"":""runs/20260628_150747_mlf_010/assessment.json"",""evaluation"":""runs/20260628_150747_mlf_010/evaluation.json"",""concept_note"":""runs/20260628_150747_mlf_010/concept_note.json"",""refined_note"":""notes/refined/mlf_010_refined.md"",""architect_note"":""runs/20260628_150747_mlf_010/architect_note.json"",""mcq_submission"":""runs/20260628_150747_mlf_010/mcq_submission.json"",""answer_coaching"":""runs/20260628_150747_mlf_010/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Precision vs recall"",""next_action"":""retry_same_topic"",""prerequisites"":[""mlf_009""]}",2026-06-28 15:07:47.973941+00,2026-06-28 15:11:01.114829+00
20260628_152121_mlf_010,mlf_010,Precision vs recall,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260628_152121_mlf_010"",""scores"":{""communication"":3,""conceptual_clarity"":4,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""mlf_010"",""artifacts"":{""answers"":""runs/20260628_152121_mlf_010/answers.json"",""rewards"":""runs/20260628_152121_mlf_010/rewards.json"",""assessment"":""runs/20260628_152121_mlf_010/assessment.json"",""evaluation"":""runs/20260628_152121_mlf_010/evaluation.json"",""concept_note"":""runs/20260628_152121_mlf_010/concept_note.json"",""refined_note"":""notes/refined/mlf_010_refined.md"",""architect_note"":""runs/20260628_152121_mlf_010/architect_note.json"",""mcq_submission"":""runs/20260628_152121_mlf_010/mcq_submission.json"",""answer_coaching"":""runs/20260628_152121_mlf_010/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Precision vs recall"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_009""]}",2026-06-28 15:21:21.582137+00,2026-06-28 15:33:06.797705+00
20260628_153649_aia_001,aia_001,Agentic AI outer layer: what agents actually do,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260628_153649_aia_001"",""scores"":{""communication"":4,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""aia_001"",""artifacts"":{""answers"":""runs/20260628_153649_aia_001/answers.json"",""rewards"":""runs/20260628_153649_aia_001/rewards.json"",""assessment"":""runs/20260628_153649_aia_001/assessment.json"",""evaluation"":""runs/20260628_153649_aia_001/evaluation.json"",""concept_note"":""runs/20260628_153649_aia_001/concept_note.json"",""refined_note"":""notes/refined/aia_001_refined.md"",""architect_note"":""runs/20260628_153649_aia_001/architect_note.json"",""mcq_submission"":""runs/20260628_153649_aia_001/mcq_submission.json"",""answer_coaching"":""runs/20260628_153649_aia_001/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Agentic AI outer layer: what agents actually do"",""next_action"":""reinforce_and_continue"",""prerequisites"":[]}",2026-06-28 15:36:50.266678+00,2026-06-29 07:18:56.348546+00
20260629_072129_aia_002,aia_002,"Agent loop: goal, plan, tool, observe",evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260629_072129_aia_002"",""scores"":{""communication"":2,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":2},""status"":""completed"",""topic_id"":""aia_002"",""artifacts"":{""answers"":""runs/20260629_072129_aia_002/answers.json"",""rewards"":""runs/20260629_072129_aia_002/rewards.json"",""assessment"":""runs/20260629_072129_aia_002/assessment.json"",""evaluation"":""runs/20260629_072129_aia_002/evaluation.json"",""concept_note"":""runs/20260629_072129_aia_002/concept_note.json"",""refined_note"":""notes/refined/aia_002_refined.md"",""architect_note"":""runs/20260629_072129_aia_002/architect_note.json"",""mcq_submission"":""runs/20260629_072129_aia_002/mcq_submission.json"",""answer_coaching"":""runs/20260629_072129_aia_002/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Agent loop: goal, plan, tool, observe"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""aia_001""]}",2026-06-29 07:21:29.32551+00,2026-06-30 16:46:48.764476+00
20260701_105830_aia_002,aia_002,"Agent loop: goal, plan, tool, observe",evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260701_105830_aia_002"",""scores"":{""communication"":2,""conceptual_clarity"":2,""architect_reasoning"":3,""practical_reasoning"":2},""status"":""revise"",""topic_id"":""aia_002"",""artifacts"":{""answers"":""runs/20260701_105830_aia_002/answers.json"",""rewards"":""runs/20260701_105830_aia_002/rewards.json"",""assessment"":""runs/20260701_105830_aia_002/assessment.json"",""evaluation"":""runs/20260701_105830_aia_002/evaluation.json"",""concept_note"":""runs/20260701_105830_aia_002/concept_note.json"",""refined_note"":""notes/refined/aia_002_refined.md"",""architect_note"":""runs/20260701_105830_aia_002/architect_note.json"",""mcq_submission"":""runs/20260701_105830_aia_002/mcq_submission.json"",""answer_coaching"":""runs/20260701_105830_aia_002/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Agent loop: goal, plan, tool, observe"",""next_action"":""retry_same_topic"",""prerequisites"":[""aia_001""]}",2026-07-01 10:58:30.896151+00,2026-07-10 19:25:02.221617+00
20260710_192555_aia_002,aia_002,"Agent loop: goal, plan, tool, observe",evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260710_192555_aia_002"",""scores"":{""communication"":4,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":2},""status"":""completed"",""topic_id"":""aia_002"",""artifacts"":{""answers"":""runs/20260710_192555_aia_002/answers.json"",""rewards"":""runs/20260710_192555_aia_002/rewards.json"",""assessment"":""runs/20260710_192555_aia_002/assessment.json"",""evaluation"":""runs/20260710_192555_aia_002/evaluation.json"",""concept_note"":""runs/20260710_192555_aia_002/concept_note.json"",""refined_note"":""notes/refined/aia_002_refined.md"",""architect_note"":""runs/20260710_192555_aia_002/architect_note.json"",""mcq_submission"":""runs/20260710_192555_aia_002/mcq_submission.json"",""answer_coaching"":""runs/20260710_192555_aia_002/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Agent loop: goal, plan, tool, observe"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""aia_001""]}",2026-07-10 19:25:55.655153+00,2026-07-20 17:04:13.662465+00
20260720_170554_aia_002,aia_002,"Agent loop: goal, plan, tool, observe",evaluation_complete,completed,"{""phase"":""awaiting_user_answers"",""run_id"":""20260720_170554_aia_002"",""scores"":{""communication"":null,""conceptual_clarity"":null,""architect_reasoning"":null,""practical_reasoning"":null},""status"":""in_progress"",""topic_id"":""aia_002"",""artifacts"":{""answers"":""assessments/answers/20260720_170554_aia_002_answers.json"",""assessment"":""runs/20260720_170554_aia_002/assessment.json"",""evaluation"":null,""concept_note"":""runs/20260720_170554_aia_002/concept_note.json"",""refined_note"":null,""architect_note"":""runs/20260720_170554_aia_002/architect_note.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null},""redo_mode"":false,""topic_name"":""Agent loop: goal, plan, tool, observe"",""next_action"":""await_user_answers"",""prerequisites"":[""aia_001""],""selection_mode"":""next_unlocked""}",2026-07-20 17:05:54.40022+00,2026-07-22 07:03:52.259089+00
20260722_070446_aia_002,aia_002,"Agent loop: goal, plan, tool, observe",evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260722_070446_aia_002"",""scores"":{""communication"":4,""conceptual_clarity"":4,""architect_reasoning"":4,""practical_reasoning"":4},""status"":""completed"",""topic_id"":""aia_002"",""artifacts"":{""answers"":""runs/20260722_070446_aia_002/answers.json"",""rewards"":""runs/20260722_070446_aia_002/rewards.json"",""assessment"":""runs/20260722_070446_aia_002/assessment.json"",""evaluation"":""runs/20260722_070446_aia_002/evaluation.json"",""concept_note"":""runs/20260722_070446_aia_002/concept_note.json"",""refined_note"":""notes/refined/aia_002_refined.md"",""architect_note"":""runs/20260722_070446_aia_002/architect_note.json"",""mcq_submission"":""runs/20260722_070446_aia_002/mcq_submission.json"",""answer_coaching"":""runs/20260722_070446_aia_002/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Agent loop: goal, plan, tool, observe"",""next_action"":""next_topic"",""prerequisites"":[""aia_001""]}",2026-07-22 07:04:47.254992+00,2026-07-22 08:33:41.609775+00
20260722_083432_aia_003,aia_003,"Tools, memory, guardrails and human checkpoints",evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260722_083432_aia_003"",""scores"":{""communication"":2,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":2},""status"":""completed"",""topic_id"":""aia_003"",""artifacts"":{""answers"":""runs/20260722_083432_aia_003/answers.json"",""rewards"":""runs/20260722_083432_aia_003/rewards.json"",""assessment"":""runs/20260722_083432_aia_003/assessment.json"",""evaluation"":""runs/20260722_083432_aia_003/evaluation.json"",""concept_note"":""runs/20260722_083432_aia_003/concept_note.json"",""refined_note"":""notes/refined/aia_003_refined.md"",""architect_note"":""runs/20260722_083432_aia_003/architect_note.json"",""mcq_submission"":""runs/20260722_083432_aia_003/mcq_submission.json"",""answer_coaching"":""runs/20260722_083432_aia_003/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Tools, memory, guardrails and human checkpoints"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""aia_002""]}",2026-07-22 08:34:32.899861+00,2026-07-25 20:43:06.288729+00
20260727_175947_aia_003,aia_003,"Tools, memory, guardrails and human checkpoints",evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260727_175947_aia_003"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":2},""status"":""completed"",""topic_id"":""aia_003"",""artifacts"":{""answers"":""runs/20260727_175947_aia_003/answers.json"",""rewards"":""runs/20260727_175947_aia_003/rewards.json"",""assessment"":""runs/20260727_175947_aia_003/assessment.json"",""evaluation"":""runs/20260727_175947_aia_003/evaluation.json"",""concept_note"":""runs/20260727_175947_aia_003/concept_note.json"",""refined_note"":""notes/refined/aia_003_refined.md"",""architect_note"":""runs/20260727_175947_aia_003/architect_note.json"",""mcq_submission"":""runs/20260727_175947_aia_003/mcq_submission.json"",""answer_coaching"":""runs/20260727_175947_aia_003/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Tools, memory, guardrails and human checkpoints"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""aia_002""]}",2026-07-27 17:59:47.482433+00,2026-07-27 18:09:55.897369+00
20260731_124049_aia_003,aia_003,"Tools, memory, guardrails and human checkpoints",evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260731_124049_aia_003"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":2},""status"":""completed"",""topic_id"":""aia_003"",""artifacts"":{""answers"":""runs/20260731_124049_aia_003/answers.json"",""rewards"":""runs/20260731_124049_aia_003/rewards.json"",""assessment"":""runs/20260731_124049_aia_003/assessment.json"",""evaluation"":""runs/20260731_124049_aia_003/evaluation.json"",""concept_note"":""runs/20260731_124049_aia_003/concept_note.json"",""refined_note"":""notes/refined/aia_003_refined.md"",""architect_note"":""runs/20260731_124049_aia_003/architect_note.json"",""mcq_submission"":""runs/20260731_124049_aia_003/mcq_submission.json"",""answer_coaching"":""runs/20260731_124049_aia_003/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Tools, memory, guardrails and human checkpoints"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""aia_002""]}",2026-07-31 12:40:50.055242+00,2026-07-31 13:00:51.796652+00
20260805_055828_aia_003,aia_003,"Tools, memory, guardrails and human checkpoints",evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260805_055828_aia_003"",""scores"":{""communication"":4,""conceptual_clarity"":4,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""aia_003"",""artifacts"":{""answers"":""runs/20260805_055828_aia_003/answers.json"",""rewards"":""runs/20260805_055828_aia_003/rewards.json"",""assessment"":""runs/20260805_055828_aia_003/assessment.json"",""evaluation"":""runs/20260805_055828_aia_003/evaluation.json"",""concept_note"":""runs/20260805_055828_aia_003/concept_note.json"",""refined_note"":""notes/refined/aia_003_refined.md"",""architect_note"":""runs/20260805_055828_aia_003/architect_note.json"",""mcq_submission"":""runs/20260805_055828_aia_003/mcq_submission.json"",""answer_coaching"":""runs/20260805_055828_aia_003/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Tools, memory, guardrails and human checkpoints"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""aia_002""]}",2026-08-05 05:58:29.14714+00,2026-08-05 06:06:13.028856+00
20260805_063411_aia_004,aia_004,Agent planning and task decomposition,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260805_063411_aia_004"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":2},""status"":""completed"",""topic_id"":""aia_004"",""artifacts"":{""answers"":""runs/20260805_063411_aia_004/answers.json"",""rewards"":""runs/20260805_063411_aia_004/rewards.json"",""assessment"":""runs/20260805_063411_aia_004/assessment.json"",""evaluation"":""runs/20260805_063411_aia_004/evaluation.json"",""concept_note"":""runs/20260805_063411_aia_004/concept_note.json"",""refined_note"":""notes/refined/aia_004_refined.md"",""architect_note"":""runs/20260805_063411_aia_004/architect_note.json"",""mcq_submission"":""runs/20260805_063411_aia_004/mcq_submission.json"",""answer_coaching"":""runs/20260805_063411_aia_004/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Agent planning and task decomposition"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""aia_003""]}",2026-08-05 06:34:12.157729+00,2026-08-09 07:18:25.259+00
20260809_072249_aia_004,aia_004,Agent planning and task decomposition,awaiting_user_answers,in_progress,"{""phase"":""awaiting_user_answers"",""run_id"":""20260809_072249_aia_004"",""scores"":{""communication"":null,""conceptual_clarity"":null,""architect_reasoning"":null,""practical_reasoning"":null},""status"":""in_progress"",""topic_id"":""aia_004"",""artifacts"":{""answers"":""assessments/answers/20260809_072249_aia_004_answers.json"",""assessment"":""runs/20260809_072249_aia_004/assessment.json"",""evaluation"":null,""concept_note"":""runs/20260809_072249_aia_004/concept_note.json"",""refined_note"":null,""architect_note"":""runs/20260809_072249_aia_004/architect_note.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null},""redo_mode"":false,""topic_name"":""Agent planning and task decomposition"",""next_action"":""await_user_answers"",""prerequisites"":[""aia_003""],""selection_mode"":""manual_selected""}",2026-08-09 07:22:49.946784+00,2026-08-09 07:22:49.946784+00
